99,1,1657.54,0.0,116.00999999999999,56.82,1,0,-1
100,1,1653.58,0.0,115.98000000000002,59.96,1,0,-1
101,1,1649.63,0.0,115.93999999999983,63.1,1,0,-1
102,1,1645.67,0.0,115.90999999999985,66.25,1,0,-1
103,1,1641.71,0.0,115.87999999999988,69.39,1,0,-1
104,1,1637.76,0.0,115.82999999999993,72.53,1,0,-1
105,1,1633.8,0.0,115.79999999999995,75.68,1,0,-1
106,1,1629.85,0.0,115.75999999999999,78.82,1,0,-1
107,1,1625.89,0.0,115.72999999999979,81.96,1,0,-1
108,1,1621.93,0.0,115.68999999999983,85.11,1,0,-1
109,1,1617.98,0.0,115.65000000000009,88.25,1,0,-1
110,1,1614.02,0.0,115.62000000000012,91.39,1,0,-1
111,1,1610.07,0.0,115.58000000000015,94.53,1,0,-1
112,1,1606.11,0.0,115.55000000000018,97.68,1,0,-1
113,1,1602.15,0.0,115.50999999999999,100.82,1,0,-1
114,1,1598.2,0.0,115.47000000000003,103.96,1,0,-1
115,1,1594.24,0.0,115.44000000000005,107.11,1,0,-1
116,1,1589.3,0.0,115.40000000000009,110.25,1,0,-1
117,1,1584.36,0.0,115.37000000000012,113.39,1,0,-1
118,1,1579.42,0.0,115.32999999999993,116.54,1,0,-1
119,1,1574.49,0.0,115.28999999999996,119.68,1,0,-1
120,1,1570.53,0.0,115.25,122.82,1,0,-1
121,1,1566.57,0.0,115.22000000000003,125.97,1,0,-1
122,1,1562.61,0.0,115.19000000000005,129.11,1,0,-1
123,1,1558.66,0.0,115.13999999999987,132.25,1,0,-1
124,1,1554.7,0.0,115.1099999999999,135.4,1,0,-1
125,1,1550.74,0.0,115.07999999999993,138.54,1,0,-1
126,1,1546.79,0.0,115.02999999999997,141.68,1,0,-1
127,1,1542.83,0.0,115.0,144.83,1,0,-1
128,1,1538.87,0.0,114.97000000000003,147.97,1,0,-1
129,1,1534.91,0.0,114.92999999999984,151.11,1,0,-1
130,1,1530.96,0.0,114.88999999999987,154.25,1,0,-1
131,1,1527.0,0.0,114.84999999999991,157.4,1,0,-1
132,1,1523.04,0.0,114.81999999999994,160.54,1,0,-1
133,1,1519.09,0.0,114.77999999999997,163.68,1,0,-1
134,1,1515.13,0.0,114.73999999999978,166.83,1,0,-1
135,1,1511.17,0.0,114.71000000000004,169.97,1,0,-1
136,1,1507.21,0.0,114.68000000000006,173.11,1,0,-1
137,1,1503.26,0.0,114.63000000000011,176.26,1,0,-1
138,1,1499.3,0.0,114.60000000000014,179.4,1,0,-1
139,1,1494.8,0.27,114.67000000000007,181.82999999999998,1,0,-1
140,1,1490.3,0.54,114.73000000000002,184.26000000000002,1,0,-1
141,1,1485.8,0.81,114.79999999999995,186.69,1,0,-1
142,1,1481.3,1.08,114.87000000000012,189.11999999999998,1,0,-1
143,1,1476.8,1.35,114.93000000000006,191.55,1,0,-1
144,1,1472.3,1.62,115.0,193.98,1,0,-1
145,1,1467.8,1.89,115.06999999999994,196.41000000000003,1,0,-1
146,1,1463.3,2.16,115.13000000000011,198.84,1,0,-1
147,1,1458.8,2.43,115.20000000000005,201.26999999999998,1,0,-1
148,1,1454.24,5.47,115.12999999999988,201.21,1,0,-1
